Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
003035466,,London,1813,,Travels in the Pyrenees ... Translated from the French ... by F. Gold,RAMOND DE CARBONNIÈRES,GOLD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003035466,British Library HMNTS 10171.d.3.
003035540,,Palermo,1883,,Contributi alla storia biografica e critica di A. Beccadelli,RAMORINO,BECCADELLI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003035540,British Library HMNTS 9009.m.1.
003036125,,London,1777,,The Gentle Shepherd,Ramsay,VANDERSTOP,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036125,British Library HMNTS 643.e.6.(9.)
003036186,,London,1865,,Andrew Ramsay,RAMSAY,WILSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036186,British Library HMNTS 12630.bb.12.
003036207,,London,1894,E. Stanford,The Physical Geology and Geography of Great Britain ... Sixth edition,RAMSAY,WOODWARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036207,British Library HMNTS 7106.e.30.
003036324,,London,1775,,Old City Manners. A comedy [in five acts and in prose],Lennox,MARSTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036324,British Library HMNTS 643.e.2.(4.)|British Library HMNTS 82.e.28.(3.)
003036346,,Philadelphia,1818,,History of the Untied States,RAMSAY,SMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036346,British Library HMNTS 9604.c.17.
003036588,,Oxford,1892,Clarendon Press,Lancaster and York: a century of English history,RAMSAY,JACKSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003036588,British Library HMNTS 09506.f.10.|British Library HMNTS 9501.b.14.
003037192,,London,1875,,Four Years in Ashantee. ... Edited by Mrs. Weitbreebt with introduction by Rev. Dr. Gundert,RAMSEYER,CHRISTLIEB,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003037192,British Library HMNTS 10095.df.1.
003038739,The second edition.,London,1757,J. Scott,[The Mirrour,RANDOLPH,DELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003038739,British Library HMNTS 11781.g.32.
003038812,,pp. 330. J. Lane: London & New York,,,Lilliput Lyrics ... Edited by R. Brimley Johnson. Illustrated by Chas. Robinson,RANDS,JOHNSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003038812,British Library HMNTS 011651.eee.9.
003039451,,Oxford,1875,,A History of England,Ranke,Boase,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003039451,British Library HMNTS 9503.aaaa.1.
003039455,,London,1852,,Civil Wars and Monarchy in France in the sixteenth and seventeenth centuries: a History of France principally during that period. Translated by M. A. Garvey: Single Works,Ranke,GARVEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003039455,British Library HMNTS 9210.ccc.26.
003039533,,Chicago,1899,M. Witmark & Sons,The Ameer. A comic opera in three acts,RANKEN,LA SHELLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003039533,British Library HMNTS 11779.h.27.(7.)
003040981,,London,1692,,The Rape; or,,BRADY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003040981,British Library HMNTS 644.g.22.|British Library HMNTS 643.i.18.(5.)|British Library HMNTS 164.i.11.
003043509,,Olney,1893,Oliver Ratcliff,Olney: past and present,RATCLIFF,BROWN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003043509,British Library HMNTS 010352.f.13.
003044262,,Paris,1840,,Paris et ses environs,RATIER,AUVIAL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003044262,British Library HMNTS 10170.g.20.
003045429,,Aarau,1864,,Nochmals Hannibals Alpenübergang. Eine Antikritik [in favour of the Mont Genèvre route as against Niebuhr and Mommsen's adoption of the Little St. Bernard route]. ... Mit einem Kärtchen,RAUCHENSTEIN,NIEBUHR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003045429,British Library HMNTS 9004.l.1.(3.)
003045760,,London,1836,,Contributions to Modern History,RAUMER,Mary - Queen of Scots,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003045760,British Library HMNTS 807.c.18.
003045772,,London,1836,,England in 1835: being a series of letters written to friends in Germany,RAUMER,AUSTIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003045772,British Library HMNTS 791.h.9.
003045773,,London,1842,,England in 1841,RAUMER,LLOYD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003045773,British Library HMNTS 791.h.29.
003046421,,Paris,1866,,Archives de la Bastille. Documents inédits recueillis et publiés par F. Ravaisson (vol. 1-16; recueillis par F. Ravaisson-Mollien ... et publiés par L. Ravaisson-Mollien,RAVAISSON,RAVAISSON-MOLLIEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003046421,British Library HMNTS 9220.i.5.
003046934,,London,1824,G. B. Whittaker,Ravenna: or,,CLARKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003046934,British Library HMNTS 11779.c.79.|British Library HMNTS 1344.i.35.
003047010,,enk,1673,,The careless lovers: a comedy [in five acts and in prose. Partly taken from Molière's “Monsieur de Pourceaugnac”]. (Epilogue by Mr. Settle.),RAVENSCROFT,SETTLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003047010,British Library HMNTS 1346.e.11.|British Library HMNTS 841.d.21.|British Library HMNTS 644.f.28.|British Library HMNTS 81.c.15.(2.)
003047015,,London,1678,J. Vade,The English Lawyer; a comedy,RAVENSCROFT,RUGGLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003047015,British Library HMNTS 644.f.32.|British Library HMNTS 81.c.15.(6.)
003047090,,London,1866,,The Wild Flower of Ravensworth. [A novel.] By the author of “John and I,,EDWARDS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003047090,British Library HMNTS 12630.bb.13.
003047769,,Philadelphia,1878,,The Right Flank at Gettysburg. An account of the operations of General Gregg's cavalry command,RAWLE,GREGG,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003047769,British Library HMNTS 9603.ee.1.
003048212,,pp. x. 183. J. M. Dent & Co.: London,,,Ballads of Brave Deeds ... With a frontispiece and preface by G. F. Watts,RAWNSLEY,WATTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003048212,British Library HMNTS 011652.f.72.
003049924,,Paris,1870,,Les Naufragés,RAYNAL,NEUVILLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003049924,British Library HMNTS 10491.h.3.
003050339,,London,1887,Longmans & Co.,The History and Antiquities of Pudsey ... Edited by W. Smith,RAYNER,SMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003050339,British Library HMNTS 10350.e.25.|British Library HMNTS 10360.h.20.
003050340,,Derby,1838,,The History,RAYNER,MOFFAT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003050340,British Library HMNTS 010358.h.25.
003051193,,Epworth,1858,Read & Co.,Read's history of the Isle of Axholme: its manors and parishes,READ - Publisher,FLETCHER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003051193,British Library HMNTS 10352.i.27.
003051263,,London,1879,,The Cabinet of Irish Literature: selections from the works of the chief poets,READ,O'CONNOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003051263,British Library HMNTS 12270.g.15.
003051977,,London,1891,Chatto & Windus,Selections from the works of Charles Reade. With an introduction by Mrs. A. Ireland,Reade,IRELAND,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003051977,British Library HMNTS 12274.bbb.1.
003052245,,Coventry,1846?],,Captain Cox's Library at Coventry,READER,COX - Captain,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003052245,British Library HMNTS 10358.h.19.(7.)
003052792,,London,1840,,The Real and the Ideal,,BIRCH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003052792,British Library HMNTS 791.h.28.
003055004,,London,[1878-94],,The Earth and its Inhabitants. The European section of the Universal Geography by E. Reclus. Edited by E. G. Ravenstein. Illustrated by ... engravings and maps: Nouvelle Géographie universelle. La terre et les hommes,RECLUS,RAVENSTEIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055004,British Library HMNTS 10005.ff.
003055005,,London,[1887],Virtue & Co.,The British Isles ... [Translated from “Nouvelle Géographie Universelle.”] Edited by E. G. Ravenstein ... Illustrated,RECLUS,RAVENSTEIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055005,British Library HMNTS 10348.i.4.
003055007,,Bogotá,1893,,Colombia. [Being a portion of the author's “Nouvelle Géographie universelle.”] Traducida y anotada ... por F. J. Vergara y Velasco. [With an introduction by C. Cuervo Márquez.],RECLUS,CUERVO MÁRQUEZ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055007,British Library HMNTS 10480.dd.31.
003055009,,Asunción del Paraguay,1896,,Paraguay. Capítulos entresacados de la Nueva Geografía Universal ... Prólogo,RECLUS,OLASCOAGA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055009,British Library HMNTS 10480.d.32.
003055019,,London,1871-73,,The Earth: a descriptive history of the phenomena of the life of the Globe ... (The Ocean,RECLUS,WOODWARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055019,British Library HMNTS 10003.de.9.
003055094,,Edinburgh,1875,David S. Stewart,Rambling Recollections of a Trip to America. [By T. Smith.],,SMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003055094,British Library HMNTS 10109.t.46.
003056220,,London,1819,,On the sentient faculty and principles of human magnetism; translated from the French of Count de Redern ... with notes by F. Corbeaux,REDERN,CORBAUX,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003056220,British Library HMNTS 528.h.10.|British Library HMNTS 1403.f.3.
003057425,,London,1896,Griffin & Co.,Petroleum: a treatise on the geographical distribution and geological occurrence of petroleum and natural gas ... By B. Redwood,REDWOOD,HOLLOWAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003057425,British Library HMNTS 07106.ee.33.
003057612,,London,[1880?],Williams & Son,Herne the Hunted! Pantomimic-burlesque. [In two acts.],REECE,YARDLEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003057612,British Library HMNTS 11779.g.6.(5.)
003058491,,London,1895 [1894],T. Nelson & Sons,Kilgorman. A story of Ireland in 1798. [With an introduction by J. Sime.],Reed,SIME,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003058491,British Library HMNTS 012629.ee.21.
003058648,,Morrisania,1867,,President Joseph Reed of Pennsylvania. A correspondence between ... W. B. Reed and J. C. Hamilton [respecting the attack on the character of President Reed,REED,D.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003058648,British Library HMNTS 9602.dd.18.
003058649,,Philadelphia,1867,,President Reed of Pennsylvania. A reply to G. Bancroft and others,REED,REED,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003058649,British Library HMNTS 9602.cc.26.
003058650,,Philadelphia,1867,,A Rejoinder to Mr. Bancroft's Historical Essay on President Reed,REED,Bancroft,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003058650,British Library HMNTS 9602.dd.20.
003059315,,London,1891,Kegan Paul & Co.,H.R.H. the Duke of Clarence and Avondale in Southern India. By J. D. Rees ... With a narrative of Elephant-catching in Mysore by G. P. Sanderson ... With maps,REES,SANDERSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003059315,British Library HMNTS 010056.h.5.|British Library OC ORW.1986.a.2988
003059317,,Madras,1891,Government Press,Narratives of tours in India made by ... Lord Connemara ... 1886-1890,REES,BOURKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003059317,British Library HMNTS 010057.f.7.|British Library OC ORW.1986.a.2771|British Library HMNTS 010057.f.1.
003059677,,'s Hertogenbosch,1858,,Montrado. Geschied- en krijgskundige bijdrage betreffende de onderwerping der Chinezen op Borneo. Naar het dagboek van een Indisch Officier over 1854-1856 ... Met eene voorrede van P. J. Vith,REES,VETH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003059677,British Library HMNTS 9055.d.12.
003059705,,London,1896,E. Stock,Gwen and Gwladys. [A novel.] ... Translated from the Welsh by W. Rees Evans,REES,EVANS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003059705,British Library HMNTS 012626.f.12.
003061122,,London,1673,W. Cademan,The Reformation. A comedy. [In five acts and in prose. By - Arrowsmith.],,ARROWSMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003061122,British Library HMNTS 644.g.1.
003061205,,Edinburgh & London,1873,W. Blackwood & Sons,A True Reformer ... Originally published in Blackwoods' Magazine. [A novel. By Sir George Tomkyns Chesney.],,Chesney,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003061205,British Library HMNTS 12630.g.11.|British Library OC T 7771
003061654,,London,1814,,Some Account of the Proposed Improvements of the Western part of London,,WHITE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003061654,British Library HMNTS 10350.d.12.
003061876,,pp. xiv. William Nicol: London,,,The Lay of the Purple Falcon; a metrical romance,,CURZON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003061876,British Library HMNTS 11647.g.23.
003064031,,Paris,1896,,Un hiver à Paris sous le Consulat 1802-1803 d'après les lettres de J. F. Reichardt par A. Laquiante,REICHARDT,LAQUIANTE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003064031,British Library HMNTS 9225.b.41.
003064385,,Leipzig,[1859]-64,,Die Völker der Erde nach ihrer Eigenthümlichkeit in Regierungsform,REICHENBACH,BARROW,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003064385,British Library HMNTS 10003.d.13.
003065387,[Another edition.] Illustrated after original sketches by Landseer,London,[1882.],“Home Words” Publishing Office,[Old Oscar,REID,Landseer,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003065387,British Library HMNTS 12623.i.25.
003065648,,London,1889,Longmans & Co.,The Book of Wedding Days. Quotations for every day in the year,REID,BAMFIELD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003065648,British Library HMNTS 11602.i.4.
003066116,,London,[1897],Moore & Son,The Book of the Cheese: being traits and stories of 'ye Old Cheshire Cheese' ... London ... Third edition,REID,GRAHAM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066116,British Library HMNTS 10349.e.29.
003066148,,London,1867,,Off Land's End,REID,PROCTOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066148,British Library HMNTS 12620.bb.13.
003066245,,Boston [Mass,1899],Dana Estes & Co.,Through Unexplored Asia ... Illustrated by L. J. Bridgman. [With maps.],REID,BRIDGMAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066245,British Library HMNTS 010057.i.15.
003066476,,Harrisburg,1878,L. S. Hart,The History of the First United States Flag,REIGART,ROSS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066476,British Library HMNTS 9603.f.1.
003066525,,London,1836,Pelham Richardson,The Reign of Humbug ... Second edition. [By Arthur Ashpitel.],,Ashpitel,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066525,British Library HMNTS 1465.h.26.
003066551,,Barcelona,1890-93,,Coleccio de monografías de Catalunya. Anotadas per J. Reig y Vilardell. Ab un prefaci del eminent historiador J. Coroleu ... Edició ilustrada,REIG Y VILARDELL,COROLEU E INGLADA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003066551,British Library HMNTS 10160.f.4.
003067198,,Aboae,[1828],,Præs. Dissertatio de rerum Fennicarum scriptoribus ante conditam Academiam Aboensem; Auctor G. Reim. ... Resp. M. Akiander (J. H. Keckman,REIN,BRUNOU,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003067198,British Library HMNTS 9455.d.24.
003067283,,Milano,1856,,Descrizione dell'arco della Pace in Milano,REINA,MOGLIA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum003067283,British Library HMNTS 10151.f.2.
