Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000087934,,Paris,1861,,Inventaire analytique des archives anciennes de la Mairie d'Angers,,PORT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000087934,British Library HMNTS 10172.dd.25.
000088350,,Paris,[1898],,Royauté ou Empire. La France en 1814 d'après les rapports inédits du comte Anglès. [Edited by G. Firmin Didot.],ANGLÈS,FIRMIN-DIDOT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000088350,British Library HMNTS 09225.h.3.
000089469,,London,1825,John Miller,Masaniello,Masaniello,SOANE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000089469,British Library HMNTS 11779.g.11.
000089796,,Frankfurt,1887,,Grundzüge der Landesnatur des Westjordanlandes ... Mit einem Vorworte von ... T. Fischer,ANKEL,FISCHER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000089796,British Library HMNTS 10077.i.11.
000090416,,Edinburgh & London,1891 [1890],Blackwood & Sons,Annals of a Fishing Village. Drawn from the notes of “A Son of the Marshes” [i.e. Denham Jordan]. Edited by J. A. Owen. [With plates.],,JORDAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000090416,British Library HMNTS 012631.k.25.
000090417,,London,1870,Hurst & Blackett,Annals of an Eventful Life. [By Sir George W. Dasent.],,DASENT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000090417,British Library HMNTS 12626.i.3.
000090432,,London,1874,S. Tinsley,Annals of the Twenty-ninth Century; or,,BLAIR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000090432,British Library HMNTS 12631.n.1.
000090671,,London,1899,D. Nutt,Anna Ruina. [A drama in verse. By Michael Field,,Field,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000090671,British Library HMNTS 11781.gg.45.
000091083,,London,1809,William Miller,Voyages and Travels to India,ANNESLEY,SALT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000091083,British Library HMNTS 10058.l.13.|British Library HMNTS 215.d.1-3.|British Library HMNTS G.2276-8.|British Library HMNTS 455.f.12-14.|British Library OC W 3011
000091204,,London,1877,Hurst & Blackett,Annette. [A novel.] By the author of “St. Olave's,,TABOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000091204,British Library HMNTS 12625.h.11.
000091396,,Roma,1853,,Storia di Civitavecchia dalla sua origine fino all' anno 1848. [Edited,ANNOVAZZI,ANNOVAZZI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000091396,British Library HMNTS 10131.g.31.
000092162,,Pescia,1879,,La Valdinievole illustrata nella storia naturale,ANSALDI,BERTACCHI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000092162,British Library HMNTS 10136.g.11.
000092702,,London?],1760,,Verses on the Death of Lady Anson,ANSON,MALLET,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000092702,British Library HMNTS 643.k.7.(15.)
000093013,,London,1862,W. H. Allen & Co.,The Channel Islands ... With illustrations drawn by P. J. Naftel [and with maps],ANSTED,NAFTEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093013,British Library HMNTS 010360.f.22.
000093014,Second edition.,London,1865,W. H. Allen & Co.,[The Channel Islands ... With illustrations drawn by P. J. Naftel [and with maps].],ANSTED,LATHAM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093014,British Library HMNTS 010358.g.30.
000093061,,London,1830,Hurst,The new Bath Guide ... With a biographical and topographical preface,ANSTEY,Britton,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093061,British Library HMNTS 994.i.3.|British Library HMNTS 10362.df.43.
000093082,,London,1897,J. M. Dent & Co.,Baboo Jabberjee,Anstey,PARTRIDGE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093082,British Library HMNTS 012626.l.60.|British Library OC T 41349
000093124,[Another edition.] Illustrated by Bernard Partridge.,London & New York,1898 [1897],Harper & Bros.,[The Tinted Venus: a farcical romance.],Anstey,PARTRIDGE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093124,British Library HMNTS 012625.ee.17.
000093565,,London,1810,J. Richardson; L. N. Pannier,South American Emancipation. Documents shewing the designs which have been in progress and the exertions made by General Miranda for the South American Emancipation,ANTEPARA,Miranda,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000093565,British Library HMNTS 1446.h.4.|British Library HMNTS 279.k.7.
000094393,,Exeter,1805,S. Woolmer,The Anti-Corsican,,ROLLESTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000094393,British Library HMNTS 11641.g.1.
000094484,,London,1887,Macmillan & Co.,The New Antigone. A romance. [By William Barry.],,BARRY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000094484,British Library HMNTS 012639.m.19.
000094545,,London,1844,Saunders & Otley,Antigua and the Antiguans: a full account of the colony and its inhabitants from the time of the Caribs to the present day ... Also,,FLANNIGAN - Mrs,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000094545,British Library HMNTS 1304.h.1.
000094892,,London,1827,Smith,Chronicles of London Bridge: by an Antiquary [i.e. Richard Thomson]. [With illustrations.],,THOMSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000094892,British Library HMNTS 796.g.28.
000094906,,London,1813,W. Pople,The Modern Antique: or the Muse in the costume of Queen Anne. [By Isaac Gompertz.],,GOMPERTZ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000094906,British Library HMNTS 11642.f.40.(2.)
000095781,,Berlin,1889,,Antonini Placentini Itinerarium,,GILDEMEISTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000095781,British Library HMNTS 010077.g.16.
000096025,,Edinburgh,1855,T. Constable & Co.,Doctor Antonio: a tale. By the author of Lorenzo Benoni [i.e. Giovanni D. Ruffini],,Ruffini,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000096025,British Library HMNTS 12630.b.1.
000098625,,London,1787,S. Bladon,Apollo turn'd Stroller; or,,OLDMIXON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000098625,British Library HMNTS 643.e.16.(4.)|British Library HMNTS 11779.c.88.(13.)|British Library HMNTS 161.d.49.
000099576,,London,1794,J. Barker,Songs,,CROSS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099576,British Library HMNTS 643.f.2.(4.)
000099578,,London; Oxford,1710,The Booksellers,The Appartion [sic]. A poem. [By Abel Evans. A satire on Matthew Tindal's “The Rights of the Christian Church asserted.”],,EVANS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099578,British Library HMNTS 11642.bb.58.
000099583,,London,1846,Edward Lloyd,The Apparition,,RYMER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099583,British Library HMNTS 12621.g.10.|British Library HMNTS C.140.e.30.(3.)
000099710,,London,1785,G. G. J. & J. Robinson,Appearance is against them; a farce in two acts,,Inchbald - Mrs,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099710,British Library HMNTS 643.e.14.(4.)|British Library HMNTS 161.d.50.
000099961,,Malton,1822,R. Smithson,The Vale of Apperley,,GREENWOOD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000099961,British Library HMNTS 994.k.41.
000100453,,Boston,1848,Eastburn's Press,Correspondence between Nathan Appleton and J. A. Lowell in relation to the early history of the city of Lowell,APPLETON,LOWELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000100453,British Library HMNTS 10409.e.25.
000100850,,London,1868,Newsagents’ Publishing Co.,The Young Apprentice; or,,SAINT JOHN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000100850,British Library HMNTS 12620.h.28.
000101009,,London,1777,G. Kearsly,April-Day,,O'HARA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000101009,British Library HMNTS 643.e.6.(11.)|British Library HMNTS 161.d.51.
000101363,Third edition.,London,1801,J. Wright,[Cupid & Psyche. A mythological tale from the Golden Ass of Apuleius. [In verse. By Hudson Gurney.]]: Asinus Aureus. Selections. English,Apuleius.,GURNEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000101363,British Library HMNTS 11643.n.2.
000101366,,Great Yarmouth,1844,Charles Sloman,Cupid and Psyche: a mythological tale,Apuleius.,G.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000101366,British Library HMNTS 11645.g.19.
000103149,,London,1893,Eden,The Land of Ararat; or,,MACDONALD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000103149,British Library HMNTS 10077.bbb.21.
000103877,,London,1877-96,E. Arber; A. Constable & Co.,An English Garner. Ingatherings from our history and literature,ARBER,POLLARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000103877,British Library HMNTS 12269.cc.12.|British Library HMNTS 12268.e.1.
000104150,,Paris,1859-69,,Histoire des ducs et des comtes de Champagne,ARBOIS DE JUBAINVILLE,PIGEOTTE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000104150,British Library HMNTS 9210.d.7.
000104154,Seconde édition,Paris,1889,,[Les Premiers habitants de l'Europe d'après les auteurs de l'antiquité,ARBOIS DE JUBAINVILLE,DOTTIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000104154,British Library HMNTS 10007.g.41.
000105878,,Milano,1883,,La Patria di Pietro Micca,ARCHINTI,Micca,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000105878,British Library HMNTS 10629.f.27.|British Library HMNTS 10129.ee.4.
000106158,,Paris,1898,,Palerme et la civilisation en Sicile. Conférence ... Préface du Vte Combes de Lestrade,ARCOLEO,COMBES DE LESTRADE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000106158,British Library HMNTS 10136.f.21.
000106294,,London,1851,Francis & John Rivington,Papers and Despatches relating to the Arctic Searching Expeditions of 1850-51. Together with a few remarks as to the probable course pursued by Sir John Franklin,,MANGLES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000106294,British Library HMNTS 10460.e.12.
000106624,,London,1887,J. W. Jarvis & Son,Arden of Feversham,ARDEN,BULLEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000106624,British Library HMNTS 11770.g.8.
000106918,,Paris,1882,,Études algériennes. L'Algérie politique et économique. À travers la province d'Oran. Lettres sur l'insurrection dans le sud oranais ... Avec une préface de M. L. Drapeyron,ARDOUIN DUMAZET,DRAPEYRON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000106918,British Library HMNTS 10097.df.2.
000107010,,Chur,1877,,Hans Ardüser's rätische Chronik. Herausgegeben auf Veranstaltung der bündnerischen naturhistorischen Gesellschaft. Nebst einem historischen Commentar von J. Bott,ARDUESER,BOTT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000107010,British Library HMNTS 9305.dd.23.
000107307,,Amsterdam,1840-83,,Algemeene geschiedenis der Vaderlands,AREND,BRILL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000107307,British Library HMNTS 9415.k.2.
000107921,,London,1824,John Booth,The Count Arezzi,,LANDOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000107921,British Library HMNTS 11779.f.8.
000107924,,Firenze,1819,,Memorie istoriche per servire di guida al forestiero in Arezzo. [By G. A. Angelucci and others. With a map.],,ANGELUCCI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000107924,British Library HMNTS 10131.e.9.
000108063,,Paris,1824,,Mémoires d'Olivier d'Argens,ARGENS,BEAUMONT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000108063,British Library HMNTS 9210.dd.2.
000109420,,Edinburgh,1881,Printed for the Argonauts,A Narrative of the Voyage of the Argonauts in 1880; compiled by the bard [i.e. William Mitchell Banks] from the most authentic records,,BANKS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000109420,British Library HMNTS 10281.f.10.
000109429,,London,1823,The Author,The Queen of Argos; a tragedy: in five acts. [In verse. By William B. Bell.],,BELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000109429,British Library HMNTS 643.f.24.(4.)
000109445,,Moulins,1892,,Procès-verbal de la généralité de Moulins dressé en 1686 ... Publié par A. Vayssière,ARGOUGES,VAYSSIÈRE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000109445,British Library HMNTS 9226.h.21.
000109932,,Madrid,1867,,Refutación al discurso del Ilmo. Sr. D. A. Fernández-Guerra y Orbe ... sobre la ilegitimidad del antiquísimo fuero de Avilés,ARIAS DE MIRANDA,FERNÁNDEZ GUERRA Y ORBE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000109932,British Library HMNTS 10160.ff.11.
000110749,,Toulouse,1898,,Histoire populaire de Toulouse.-Dessins de Debat-Ponsan,ARISTE,BRAUD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000110749,British Library HMNTS 010168.g.4.
000111406,,London,1651,,Πλουτοφθαλμια πλουτογαμια. A pleasant comedie,,J.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000111406,British Library HMNTS 643.d.83.|British Library HMNTS 163.h.24.
000111455,,Oxford,[1785.],J. & J. Fletcher,The Frogs,,DUNSTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000111455,British Library HMNTS 644.k.17.(1.)|British Library HMNTS 11630.e.1.(2.)|British Library HMNTS 74.f.9.
000111669,,London,1809,The Translator,The History of Animals of Aristotle,Aristotle.,TAYLOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000111669,British Library HMNTS 520.l.5.
000111869,,Berolini,1835,,Aristotelis Ethicorum Nicomacheorum libri decem ... Edidit Car. Lud. Michelet: Single Works. Ethica Nicomachea. Greek,Aristotle.,MICHELET,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000111869,British Library HMNTS 527.i.10.
000112109,,Lipsiae,1834,,Ἀριστοτελους μετεωρολογικα. Aristotelis Meteorologicorum libri IV. ... Denuo post Bekkerum ... recensuit,Aristotle.,Bekker,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000112109,British Library HMNTS 714.d.9.|British Library HMNTS 714.d.10.|British Library HMNTS 520.g.1.; 520.g.2.
000112593,,Paris,1803,,Politique d'Aristote,Aristotle.,MILLON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000112593,British Library HMNTS 520.e.19.
000115066,,London,1890,Methuen & Co.,Arminell. A social romance. By the author of “Mehalah,,Baring-Gould,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000115066,British Library HMNTS 012639.l.10.
000116525,,London,1853,Richard Bentley,Nelly Armstrong: a story of the day. By the author of “Rose Douglas” [i.e. S. R. Whitehead],ARMSTRONG,WHITEHEAD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000116525,British Library HMNTS 12627.b.9.
000117698,,Niort,1876,,Monuments religieux,ARNAULD,BAUGIER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000117698,British Library HMNTS 10174.d.7.
000117760,,London,1817,Samuel Leigh,Germanicus ... Translated ... into blank verse by George Bernel ... To which is prefixed an historical account of Germanicus,ARNAULT,BERNEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000117760,British Library HMNTS 643.f.19.(3.)
000119124,,London,1896,Longmans & Co.,East and West. Being papers reprinted from the “Daily Telegraph” and other sources ... With ... illustrations by R. T. Pritchett,Arnold,PRITCHETT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119124,British Library HMNTS 010057.g.3.
000119421,,London,1878 [1877],Provost & Co.,Village Lyrics. By Henrietta and Charlotte Arnold,ARNOLD,ARNOLD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119421,British Library HMNTS 11652.bbb.20.
000119498,,London,1852,R. Lloyd,Jessie Arnold; or,ARNOLD,RYMER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119498,British Library HMNTS 12624.f.10.|British Library HMNTS C.140.b.33.
000119514,,London,1862,Hurst & Blackett,John Arnold. [A novel.] By the author of “Mathew Paxton,ARNOLD,WILSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119514,British Library HMNTS 12635.cc.1.
000119572,,London,1882,Tinsley Bros.,Palms and Temples. Being notes of a four months' voyage upon the Nile ... With a preface by Edwin Arnold,ARNOLD,Arnold,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119572,British Library HMNTS 10095.f.1.
000119589,,London,1850,Henry Colburn,Lettice Arnold. A tale. By the author of “Emilia Wyndham,ARNOLD,MARSH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119589,British Library HMNTS 12624.a.7.
000119831,,London,1883,Smith,The Matthew Arnold Birthday-Book. [Extracts from Arnold's poems.] Arranged by his daughter Eleanor Arnold. With a portrait: Selections,Arnold,ARNOLD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000119831,British Library HMNTS 11612.f.5.
000120150,,London,1845,B. Fellowes,History of the later Roman Commonwealth,ARNOLD,PRICE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000120150,British Library HMNTS 1307.g.10.|British Library HMNTS 1307.g.11.
000120481,,Stockholm,1899,,Nordens enhet och Kristian II. Med företal af A. Hedin,ARNOLDSON,HEDIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000120481,British Library HMNTS 9431.bb.32.
000122224,[Another edition.] Now corrected and enlarged.,London,1812,J. Davis,[Arrian's History of Alexander's Expedition. Translated from the Greek. With notes,ARRIANUS,ROOKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122224,British Library HMNTS 1309.e.3.(2.)
000122225,,London,1813,J. Davis,Arrian's History of the Expedition of Alexander the Great ... Translated ... by Mr. Rooke and now corrected and enlarged ... The second edition: Single Works. Anabasis. English,ARRIANUS,ROOKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122225,British Library HMNTS 9027.c.17.
000122226,,London,1884,Hodder & Stoughton,The Anabasis of Alexander ... Literally translated,ARRIANUS,CHINNOCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122226,British Library HMNTS 9026.ff.18.
000122277,,Lipsiae,1842,,Ἀρριανος. Ἀνονυμοι τρεις. Ἀγαθημερος. Τεμαχια δυο. Arriani periplus Ponti Euxini. Anonymi periplus Ponti Euxini,ARRIANUS,HOFFMANN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122277,British Library HMNTS 10126.d.7.
000122281,,Paris,1860,,Le Périple de la Mer Noire ... Traduction,ARRIANUS,CHOTARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122281,British Library HMNTS 10126.d.5.
000122459,[Another edition.] Con aggiunte appendice dal 1844 in avanti ... per cura del sacerdote Don L. Arrigoni e cenno geologico della Valsassina e del territorio di Lecco dell' Abate ... A. Stoppani. 2a edizione.,Lecco,1889,,[Notizie storiche della Valsassina e delle terre limitrofe dalla più rimota fino alla presente età,ARRIGONI,ARRIGONI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122459,British Library HMNTS 10136.h.8.
000122610,,London,1868,C. Whiting,Seven-Stones Light-Ship. Correspondence between Captain F. Arrow ... and Mr. Augustus Smith,ARROW,SMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122610,British Library HMNTS 10497.e.51.(1.)
000122645,A new and improved edition,London,1856,E. P. Williams,[A Compendium of Ancient and Modern Geography ... New and improved edition.],ARROWSMITH,NICOLAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000122645,British Library HMNTS 10005.d.4.
000123451,,London,1744,A. Millar,The Art of Preserving Health: a poem. [By John Armstrong.],,ARMSTRONG,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000123451,British Library HMNTS 11630.c.5.(9.)|British Library HMNTS 11642.h.43.(4.)|British Library HMNTS 840.l.2.(1.)|British Library HMNTS 1485.ff.8.
000123464,,London,1728,J. Roberts,A Supplement to the Profund. Containing several examples,,CONCANEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000123464,British Library HMNTS 1077.h.60.(1.)|British Library HMNTS C.116.b.2.(4.)
000124015,,London,1876,Chapman & Hall,Arthur; or,,NEVILLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124015,British Library HMNTS 12637.aaa.18.
000124018,,London,1818,Payne & Foss,Arthur; or,,KNAPP,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124018,British Library HMNTS 992.i.17.(7.)
000124034,,London,1886,Macmillan & Co.,King Arthur. Not a Love Story. By the author of “John Halifax,,Craik,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124034,British Library HMNTS 12623.ee.24.
000124229,,New York,1885,Funk & Wagnalls,The New King Arthur. An opera without music. By the author of “The Buntling Ball” [i.e. Edgar Fawcett]: Appendix,,FAWCETT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124229,British Library HMNTS 11781.e.52.
000124490,,Carlisle,[1880?],T. W. Arthur & Co.,Arthur's Guide to Carlisle ... Third edition. [By G. Tuck.],ARTHUR,TUCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124490,British Library HMNTS 10358.cc.33.
000124578,Memorial edition ... revised by J. W. Kirkton.,London,[1885.],Ward,[Ten Nights in a Bar-Room,ARTHUR,KIRTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124578,British Library HMNTS 12637.a.2.|British Library HMNTS 12625.g.37.
000124885,,pp. 64. W. Cann: Plymouth,,,The Divine Artisan ... A poem. [By Joseph Plimsoll.],,PLIMSOLL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124885,British Library HMNTS 011650.k.89.(3.)
000124931,,London,1864,Hurst & Blackett,A Young Artist's Life. [By Alexander D. R. W. C. B. Cochrane,,COCHRANE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000124931,British Library HMNTS 12631.bb.13.
000126091,,London,1856,W. H. Collingridge,Asaph; or,,WARREN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000126091,British Library HMNTS 11645.h.14.
000126092,,London,1822,Ogle,Asaph; or the Herrnhuttens; being a rhythmical sketch of the principal events,,SCHIMMELPENNINCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000126092,British Library HMNTS 994.l.38.
000127459,,London,1830,Payne & Foss; Baldwin & Cradock,A Narrative by John Ashburnham of his attendance on King Charles the First from Oxford to the Scotch Army,ASHBURNHAM,ASHBURNHAM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000127459,British Library HMNTS 601.b.3.|British Library HMNTS G.5179.
000127777,,London,1893,Elliot Stock,St. Albans,ASHDOWN,KITTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000127777,British Library HMNTS 10368.s.1.
000128110,,London,1860 [1859],Hurst & Blackett,Mr. and Mrs. Asheton. By the author of “Margaret and her Bridesmaids,,DE WINTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000128110,British Library HMNTS 12634.e.2.
000128995,,London,[1893],C. Letts & Co.,Charles Letts's Date Book and Chronological Diary,ASHTON,LETTS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000128995,British Library HMNTS 09504.g.3.|British Library HMNTS 09504.g.5.
000130629,,London,1881,J. & R. Maxwell,Asphodel. A novel. By the author of “Lady Audley's Secret” [i.e. M. E. Braddon],,Braddon,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000130629,British Library HMNTS 12640.bbb.9.
000130655,,London,1805,Didier & Tebbet,The Geo-chronolgy of Europe; or,Aspin,WAUTHIER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000130655,British Library HMNTS 10004.d.7.
000130656,Second edition,London,1806,Didier & Tebbett,[The Geo-chronolgy of Europe; or,Aspin,WAUTHIER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000130656,British Library HMNTS 1426.d.18.
000131442,,London,1831,Edward Bull,The Assassins of the Paradise,,POTE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000131442,British Library HMNTS 993.h.2.|British Library HMNTS 11642.ee.13.
000131551,,Dieppe,1874,,Les Antiquitez et chroniques de la ville de Dieppe ... Publiées pour la première fois avec une introduction et des notes historiques par MM. Michel Hardy,ASSELINE,HARDY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000131551,British Library HMNTS 10174.g.13.
000131728,,Pest,1868,,Görgei. Visszhangok a cáfolatokra,ASSERMAN,Görgey,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000131728,British Library HMNTS 9315.g.12.
000131924,Third edition.,Dorchester,1820,J. Criswick,[The Assize Ball: or,,OFFLEY - Mrs.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000131924,British Library HMNTS 11602.f.20.(4.)
000132377,,Jenae,1801,,De Platonis Phaedro ... Accessit epistola Henr. Caroli Abr. Eichstadii,AST,EICHSTAEDT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000132377,British Library HMNTS 720.g.17.
000132719,,Paris,1865,,Histoire de la République des États-Unis depuis l'établissement des prémières colonies jusqu'à l'élection du Président Lincoln ... Précédée d'une préface par M. E. Laboulaye,ASTIÉ,LEFEBVRE LABOULAYE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000132719,British Library HMNTS 9603.cc.22.
000132894,,London,1872,,Aston-Royal. By the author of “St. Olave's,,TABOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000132894,British Library HMNTS 12629.k.5.
000133253,,London,1744,M. Cooper,The astrologer; a comedy. [By James Ralph.],,RALPH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133253,British Library HMNTS 642.h.28.(3.)|British Library HMNTS 161.c.4.
000133408,,Kristiania,1895,,Blandt Nordpolens Naboer. Med Illustrationer af Th. Holmboe,ASTRUP,HOLMBOE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133408,British Library HMNTS 10460.f.33.
000133409,,London,1898,C. A. Pearson,With Peary near the Pole ... Translated ... by H. J. Bull. [With maps.],ASTRUP,BULL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133409,British Library HMNTS 10460.d.25.
000133732,,Edinburgh,1779.],,Atalanta. Canto 1. [Poems. By Robert Colvill.],,COLVILL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000133732,British Library HMNTS C.108.f.5.(2.)|British Library HMNTS 1346.k.13.(3.)|British Library HMNTS 11602.h.13.(4.)|British Library HMNTS C.108.g.21.(3.)
